Pertinence	Question	Reponse
OUI	Bonjour à tous Avez-vous une idée pour finir le rebord de ma mezzanine? [img] [/img] J'avais pensé un enduit pour lisser puis de peindre par dessus. Qu'en pensez-vous? Merci par avance de vos réponses	Il serait temps d'y penser... une règle en haut, une règle en bas, garnissage au plâtre, finition enduit... une cornière en bois 30x30 sur chaque rive.. un coup de peinture Faudra peut-être démonter le (ou les) chandelier qui est planté sur la rive, sinon, ça va être un peu plus compliqué Ingénieur conseil pour l'utilisation du bois dans la construction - BET Bois 1
OUI	Bonjour, Je m'attaque à l'aménagement d'un placard d'entrée. Je compte le faire en tablettes de pin vissées sur tasseaux, eux mêmes fixés au mur. On me conseille de fixer les tasseaux au mur avec des vis placo, sans mettre de chevilles. Est ce que on peut effectivement se passer de chevilles ?	Une chose est sur, change de conseillé ... Notre maison ici @+ 2
OUI	Bonjour à tous. Je me permets d'écrire sur ce forum parce que j'ai une petite question qui m'accompagne depuis quelques temps. Nous sommes arrivés dans une maison il y a maintenant quatre ans et nous avons décidé de refaire la décoration du rez-de-chaussée. C'est l'ancien propriétaire qui a tout rénové et il faut reconnaître que, s'il est doué pour le gros uvre, les finitions, ça n'était pas son fort ! Du coup, nous sommes actuellement avec des murs peints sur un enduit mal réalisé avec débande clairement visible car mal poncées initialement. Bref, j'ai décidé de réaliser un enduit de lissage sur l'ensemble du mur. C'est là qu'intervient la question ! J'ai regardé beaucoup de tutoriel sur Internet, et je commence, je pense, avoir le coup de main. C'est déjà ça. Par contre, je n'arrive pas à savoir la quantité qui doit rester sur le mur, une fois lissé. Je m'explique Imaginons un mur initialement noir. Une fois le mur enduit, doit-il être entièrement blanc, ou doit-il être noir avec lenduit de lissage qui a simplement été se loger dans les petits interstices ? Autrement dit, lorsque l'on fait un enduit de lissage, doit-il recouvrir l'intégralité du mur avec une fine couche, ou simplement reboucher les micros trous ? J'espère être un minimum clair. Merci d'avance pour votre réponse.	Bonjour, les  deux solution sont possible en fonction de l etat de ton mur , s'il est vraiment en mauvais etat autant le refaire entierement 1 1
OUI	Bonjour, Je suis en train d'acquérir un bien qui nécessite une rénovation complète. Je compte effectuer par moi l' isolation + tirer les câbles électriques (avec vérification d'un ami électricien par la suite) + plomberie (vérification d'un plombier par la suite). Je me suis fait une liste des outils à acheter que vous pouvez retrouver ici : Perceuse / Visseuse Scie sabre scie sauteuse Meuleuse (sur secteur) Perforateur (sur secteur) Malaxeur Laser Aspirateur (sur secteur) scie crocodile Je pensais m'orienter vers la marque Makita qui me semble pas mal du tout. Qu'en pensez-vous ? Ai-je oublié quelque chose ? Je pensais également prendre le Malaxeur de chez Einhell. Il y va de soit que je compte également me procurer le matériel qui va avec (mèches, foret, douilles...). Cordialement	La meuleuse est un outil dangereux, utile mais dangereux Dix sept points de suture sur la main gauche, j ai eu de la chance. Les disques ont une date sur l anneau central. Ils se degradent avec le temps et deviennent cassants. J ai eu du bol une fois, un vieux disque dans une boite de rangement, il a eclaté, je n ai rien pris, la protection sur la machine a bien fait son taf, mais un eclat a traverser le placo..... Depuis je me mefie, et surtout il faut changer les disques frequemment. Un disque usé perd en diametre et chauffe donc considerablement plus Des cisailles pour le placo c est bien plus sur a utiliser Scie sauteuse sur batterie tres bien. Cet outil ne fait rien dans un atelier, il sert un peu en dernier recours sur chantier Effectivement, pour une coupe pas trop deguelasse, on coupe en dessous, ou au moins, on decoupe la piece a l envers et de preference on met un scotch resistant sur le trace de coupe pour limiter les eclats. Mais ca reste mediocre Un outil multitool pas cher, ca sert peu, mais ca peut sauver une situation compliquée ou l acces est delicat. Un premier prix ira tres bien, c est un usage tres occassionel, mais ca peut sauver d une galere Aspirateur, un engin qui a un filtre de decolmatage c est utile quand on va poncer par exemple. Le fait que cette machine ait une prise asservie est tres pratique. pour la menuiserie j ai une midi de Festool, tres bien, mais tres cher. J ai aussi un machin Leroy Merlin pour le reste, c est bruyant, les filtres sont peu efficaces, mais ca suffit pour nettoyer un chantier Sinon, tu vas acheter pas mal de matos et te lancer dans un gros chantier. ATTENTION a la securite. On peut se blesser salement tres vite. Des chaussures costaud, a semelle tres epaisses et qui tiennent bien la cheville sont indispensables. Les gants sont utiles des que l on manipule des fourrures de placo je pense. Les lunettes de protection indispensables quand on meule, probleme, elles se salissent tres vite et du coup, on ne les met pas. Mais ca reste vraiment necessaire Attention en particulier aux escabeaux ou beaucoup utilisent un machin domestique en alu. Pas une bonne idee. J utilise un escabeau en acier, avec des marches larges. Ca pese un ane, mais les ecabeaux domestiques sont souvent tres limités en poids acceptable, genre 120 kilo, voir moins pour certains. Donc attention a ce point 3
OUI	Bonjour, Si le temps le permet, je commence la pose de mon bardage Etenit Cédral. Il s'agit de lame de fibrociement de 3,60m de long x 19cm de haut  x 1cm d'épais. Sur les arrêtes d'angles, une cornière verticale est fixée à l'ossature et la lame vient s'appuyé à ras sur cette cornière (coupe visible). Il s'agira donc d'avoir une coupe propre, droite et perpendiculaire à la longueur de la lame. Je vais faire ces coupes avec une scie circulaire posée sur un guide, toutefois, je m'interroge sur le type de lame à utiliser. Le net regorge d'infos, entre simple lame au carbure, lame scie diamantée, disque diamant segmenté, disque diamant jante continue voir scie sauteuse avec lame métal...Toute semble convenir... Selon vous, quelle lame est la plus adaptée ?? j'ai différentes lame carbure avec dents de différentes taille, j'ai également un disque diamant jante continu avec le bon alésage (30mm), le reste, avec alésage de 30mm, c'est pas évident à trouver... Merci à vous...	lames segmentées pour carrelage Merci, je viens, entre midi, de faire différents essais avec : Scie circulaire 30 dents carbures ==> bcp de poussière et de vibrations Disqueuse avec disque diamant continu ==> coupe propre, pas mal de poussière, mais avancée lente Scie sauteuse avec lame bois ==> coupe propre si à l'envers, peu de poussière, bonne avancé...reste à appliquer un guide pour être bien droit... Pas essayé avec disque diamant discontinu, verrai ce soir... Mais si ça marche avec la sauteuse, c'est pas plus mal et maniable à souhait... Une equerre chapeau comme guide perpendiculaire maintenu avec un petit serre-joint et zouuu... Bon, je me réponds... La scie sauteuse, ça marche bien à l'essai, mais ensuite, c'est moins bien avec lame bois...Les 8-10 premières coupes, nickel, coupe nette, propre, droite,... Puis ensuite, la lame s'usant certainement de manière prématurée, la lame deville alors que le guide suit bien mon equerre (+-1-2mm sur 19cm de coupe)...Puis, ça commence a vibrer...La lame est morte après un 20aines de coupe seulement... J'ai trouvé un disque diamant continu avec alésage de 30mm (rayon carrelage), je l'ai monté sur ma circulaire, un tasseau en guide maintenu par 2 serre-joints, et ... ça marche bien plus longtemps... La coupe et un chouilla moin rapide, mais propre également et pas d'usure prématurée... J'ai toutefois acheté une lame pour sauteuse en diamant, elle me sert à faire de petite découpe dans les lames de Cédral... 1 1
OUI	Bonjour, Je dois couper des tiges filetées pour notre faux plafond. Le problème cest que je dois en faire A peu près 700. Jai testé à la disqueuse mais ça prend beaucoup de temps car il faut faire pas mal de manipulations notamment pour ébarber. Avez-vous des techniques ou des outils pour cela ? Merci	Bonsoir les coupeurs de tiges, Ici j'ai fait des fagots d'une vingtaine de tiges solidement fixés avec du scotch renforcé. On trace et en un coup de disqueuse (1 minute) on a deja 20 longueurs... Un rapide coup de disqueuse a 45 degrés (tige qu'on fait rouler a plat de la main gauche, en appuyant doucement a 45° la disqueuse de la main droite. Hyper rapide. Ca c'était avant. Après j'ai acheté le coupe rail et fourrures edma dont quelqu'un parle plus haut, avec le coupe tige fileté intégré. Avec la butée ca prend 5 secondes par longueur c'est franchement top et sans bavure. Ca c'était avant d'avoir fini. Maintenant que j'ai fini, la prochaine fois je prendrais des suspentes sequables pour ne pas me faire c... Suer 3 1
OUI	"Bonjour, Je cherche à réaliser une table de ce type (pas forcement aussi épaisse mais avec ce rendu en tout cas). http://postimg.org/image/mrj0udk9v/ A la vue des photos de rendu des produits ""effet béton brut"" proposés dans les shops, ça n'a pas l'air d'être ça. Comment procéderiez-vous pour la faire svp? Merci"	Merci pour vos retours. J'veux bien un ptit croquis à l'occas svp pour être sûr de bien comprendre ! Comme promis un croquis en coupe. Voici comment je soit ça dans mon esprit. Notre maison ici @+ 1
OUI	Bonjour, Je recherche un outil capable de couper des lames composites de 21mm d'épaisseur dans leurs longueurs(1770mm), des chapeaux de muret de 30mm d'epaisseur et des poteaux aluminium de 70X70mm. Le tout droit et net. Vous avez des idées?	à part ça, il faudra plusieurs outils ... 3
OUI	Bonjour je possede actuellement une scie sauteuse 1er prix qui est une ... catastrophe . Elle m'a bien aidé mais basta j'en ai ras le bol de devoir la tenir de travers pour couper droit. du coup, devant posé du parquet , je suis pret à investir dans un nouvel outil (outil à fil, pas la peine de sans fil) par contre, il y a tous les prix. Sans reprendre à 20euros, sur les gsb, il y a du bosch vert autour de 70euros ( PST7200E ), du metabo ( Steb 70 Quick ) ou de l'hitachi ( CJ 120V ) vers les 120euros ou de l'AEG à plus de 150euros (mais la je me dit autant prendre peut etre du bosch bleue) ! bref, autant je vois la difference entre les 1er prix et les entrees de gamme à 50/70 euros, autant apres je ne sais pas ce que cela apporte réellement (mais ayant tellement galéré avec ma scie 1er prix que je suis pret à mettre un prix correct pour un materiel qui tient!) merci pour votre aide	Bonjour! Bien pour moi vaut mieux une scie sur table pour le parquet!! Surtout pour les decoupes en longueurs . 1
OUI	Bonjour, Est-ce que quelqu'un a déjà vu ce système de rangement dans un magasin (ou site internet français) ou un système équivalent. Et si oui quels retours? Pour l'instant je ne le trouve que sur des sites de grossistes chinois et je ne veux pas en commander un conteneur !!! Merci	En fait vous avez juste à acheter des cornières que vous coupez à la distance désirée, et vous placez un grillage dans le fond 1
OUI	Bonjour, maintenant qu'on a emménagé je dois fixer différents objets légers au mur (placo) : commandes de volets, détecteurs de fumée, miroir, tableaux, ... Je ne vais quand même pas mettre des Molly pour ça : j'ai fixé une première commande de volet avec 2 vis à bois directement dans le placo, ça a l'air de bien tenir. En revanche quand j'ai dévissé pour ajuster l'horizontalité j'ai l'impression que le placo n'a pas trop aimé. Il faut mettre des chevilles partout ? (qui font plus de dégâts dans le mur qu'une simple vis)	"C'est juste quand même. .. mets au moins des chevilles nylon à expansion pour matériaux creux. il est certain que la force exercé est vers le bas. Mais en fait avec le poids la vis va ""couper"" le place et tes étagères se déréglé un peu 1"
OUI	Bonjour, J'ai commandé 4 appareils à batterie STIHL chez Mégavert le 12 Mars dernier : une tondeuse, une tronçonneuse, un taille-haie et un rotofil. La commande incluait aussi un chargeur et 2 batteries de180Wh. Une carte bleue de 1740 Euros, débitée sur le champ. Quinze jours plus tard, aucune nouvelle. Après plusieurs coups de téléphone, j'ai reçu ma palette le 3 Avril, c'est-à-dire au bout de 3 semaines. Les cartons ne comportaient pas d'adhésif, ils tenaient fermés seulement avec le film de la palette. Le carton de la tronçonneuse était imprégné d'huile comme s'il avait baigné jusqu'à la moitié. Quand je l'ai ouvert, je n'ai trouvé que le bloc moteur : pas de chaîne ni de guide-chaîne. D'autre part, il n'y avait qu'une seule batterie. Pas de bon de livraison qui pourrait spécifier les pièces manquantes. C'était la veille du WE de pâques, personne au téléphone. J'ai envoyé un mail qui était sans réponse le mercredi d'après. Après plusieurs coups de fil, j'ai pu avoir une personne qui m'a dit que l'envoi de la 2èmebatterie était différé (j'avais déjà remarqué cela) et qu'il allait m'envoyer aussi la chaîne. J'ai reçu le complément manquant le 16 Avril. Il a fallu plus d'un mois pour être livré, avec les soucis engendrés par un tel délai. Malgré des tarifs attractifs, je déconseille ce marchand qui n'est pas sérieux (Mégavert, je suis vert !).	Bonjour, J'ai commandé 4 appareils à batterie STIHL chez Mégavert le 12 Mars dernier : une tondeuse, une tronçonneuse, un taille-haie et un rotofil. La commande incluait aussi un chargeur et 2 batteries de180Wh. Une carte bleue de 1740 Euros, débitée sur le champ. Quinze jours plus tard, aucune nouvelle. Après plusieurs coups de téléphone, j'ai reçu ma palette le 3 Avril, c'est-à-dire au bout de 3 semaines. Les cartons ne comportaient pas d'adhésif, ils tenaient fermés seulement avec le film de la palette. Le carton de la tronçonneuse était imprégné d'huile comme s'il avait baigné jusqu'à la moitié. Quand je l'ai ouvert, je n'ai trouvé que le bloc moteur : pas de chaîne ni de guide-chaîne. D'autre part, il n'y avait qu'une seule batterie. Pas de bon de livraison qui pourrait spécifier les pièces manquantes. C'était la veille du WE de pâques, personne au téléphone. J'ai envoyé un mail qui était sans réponse le mercredi d'après. Après plusieurs coups de fil, j'ai pu avoir une personne qui m'a dit que l'envoi de la 2èmebatterie était différé (j'avais déjà remarqué cela) et qu'il allait m'envoyer aussi la chaîne. J'ai reçu le complément manquant le 16 Avril. Il a fallu plus d'un mois pour être livré, avec les soucis engendrés par un tel délai. Malgré des tarifs attractifs, je déconseille ce marchand qui n'est pas sérieux (Mégavert, je suis vert !). 1
OUI	Bonjour, Je souhaite condamner une porte dans une cloison de carreaux de plâtre. J'ai supprimé l'entourage bois qui était maintenu par des pattes scellées. Il me reste le haut de la porte (41 cms de haut) et le coté gauche de la cloison (79 cms) en carreaux de plâtre. Mais surprise, je découvre que la cloison est constituée de carreaux de plâtre de 6,5 cm d'épaisseur ! Je pensais qu'il s'agissait de 7 cms comme ailleurs dans la maison... Malgré mes recherches, impossible de trouver cette épaisseur. En carreaux de plâtre, c'est 5, 6 ou 7 cms... Comment fermer aisément cette ouverture ? D'avance, merci de vos conseils ! Cordialement.	Bonjour, dans ce cas, il faut monter une cloison en brique de 5cm et faire un enduit. C'est parce que la vitesse de la lumière est supérieure à celle du son que certains ont limpression d'être brillants avant d'avoir l'air ... con. 1
OUI	"Bonjour, Tout d'abord, je plante le décor : - j'ai un garage 80m², recouvert d'un bac acier isolé antracite. - De mi mars à fin octobre, ce bac acier et plutot chaud par journée ensolleillé (on y marcherait pas pied nu et bien tiède par journée ""variable) - j'ai 2m3 d'eau à maintenir à 28°, l'hivers via chaudière bois + ballon tampon puis en intersaison et été via...EDF... - les deperditions avaient été estimée à env. 400-500w... L'idée : - investissement minu vu le gain espéré - des panneaux souples de chauffage de piscine (4 de 5m² sur Leboncoin) posés sur le bac acier recouvert de polycarbonate (descriptif précaunisé max. 2bar de pression, donc jouable avec 1-1,5bars), - un échangeur entre cicuit panneaux souples et ballon tampon - 2 circulateurs de chauffage (pour l'échangeur externe) - un petit vase d'expansion - une commande de circulation (via ATC800 que j'utilise déjà pour réguler la chauffe ou surchauffe de l'aqua) qui déclanche le circulateur à 50° dans les capteurs) Bref, avec 20m² de ce type de capteurs, pourrait-on imaginer élever la T° des 1000L du ballon tampon à 40-50° de avril à septembre ?? Merci"	"Bonjour, Tout d'abord, je plante le décor : - j'ai un garage 80m², recouvert d'un bac acier isolé antracite. - De mi mars à fin octobre, ce bac acier et plutot chaud par journée ensolleillé (on y marcherait pas pied nu et bien tiède par journée ""variable) - j'ai 2m3 d'eau à maintenir à 28°, l'hivers via chaudière bois + ballon tampon puis en intersaison et été via...EDF... - les deperditions avaient été estimée à env. 400-500w... L'idée : - investissement minu vu le gain espéré - des panneaux souples de chauffage de piscine (4 de 5m² sur Leboncoin) posés sur le bac acier recouvert de polycarbonate (descriptif précaunisé max. 2bar de pression, donc jouable avec 1-1,5bars), - un échangeur entre cicuit panneaux souples et ballon tampon - 2 circulateurs de chauffage (pour l'échangeur externe) - un petit vase d'expansion - une commande de circulation (via ATC800 que j'utilise déjà pour réguler la chauffe ou surchauffe de l'aqua) qui déclanche le circulateur à 50° dans les capteurs) Bref, avec 20m² de ce type de capteurs, pourrait-on imaginer élever la T° des 1000L du ballon tampon à 40-50° de avril à septembre ?? Merci Même avec les ouvertures EN BAS, un drain reste efficace... http://www.forumconstruire.com/construire/topic-314404_start-30.php#4531384 1"
OUI	Bonjour, J'aurais besoin de quelques conseils. Je veux réaliser une sphère ( diamètre 60 cm) en béton que je vais couler dans un moule  en plâtre si cela est possible. Mon idée : je réalise un moule en plâtre  sans doute en deux parties pour couler une sphère. Dans le moule à réaliser la sphère est un ballon de gymnastique que je place à l'intérieur d'une caisse en bois. Je peux faire le coulage en une seule fois car j'ai la possibilité de laisser un passage cylindrique d'un diamètre de 150 à 200 qui me permettra de couler la sphère en béton mais aussi de retirer le ballon une fois le moule fini. En coulant en une seule partie, le moule est  bien sûr perdu. En deux parties cela me semble possible mais j'avoue que je ne sais rien de la solidité du moule et donc de la possibilité de le réutiliser. Mes questions : le coulage du plâtre va me poser des difficultés car je dois attendre un peu que le plâtre prenne pour éviter au ballon de remonter ( poussée d'Archimède ) c'est pour cette raison que je ne pense pas possible de  faire le moule en béton. Une fois le moule réalisé, pour retirer le ballon de gymnastique, il faudra sans doute que je mette sur la surface du ballon un produit pour qu'il se décolle facilement du plâtre ? J'aurai d'autres questions. Mais il me faudra sans doute donner des précisions aux explications que je viens fournir. Cordialement.	Et une deuxieme de couler et de demouler, resultat  super comme la premiere, on peux donc les faire a la chaine sans soucis. . Tous mes amis qui passent a la maison en veulent. 3 2
NON	"Bonjour à tous, premier post pour moi donc je vais essayer d'être à peu près clair. PB num 1 : Suite à la construction de mon garage et pose des menuiseries, j'ai constaté, lorsqu'il pleut, une infiltration d'eau sous les portes de garage (voir photos). Sachant que la dalle a un petit ""jeu"", l'eau rentre sous la porte de garage. Que puis-je faire (creuser la dalle devant la porte de garage pour faire une pente? faire un glacis devant la porte de garage sur la dalle existante, ragreage en pente devant les portes de garage? coller un joint en caoutchouc..?). Je suis un peu perdu http://www.hostingpics.net/viewer.php?id=153727IMG2990.jpg""> http://www.hostingpics.net/viewer.php?id=801535IMG2991.jpg""> http://www.hostingpics.net/viewer.php?id=684560IMG2993.jpg""> PB num 2 : Je souhaiterai faire un caniveau devant mes portes de garage, que me conseillez vous ? (modèles avec grilles ou juste des bordures béton creusées au milieu pour l'écoulement? l'attente pour l'évacuation est situé devant mes portes de garage (plaque en bois sur la photo). Merci par avance pour vos réponses"	Bonsoir, Désolé, mais la question est incompréhensible  et déjà postée dans un autre sujet. Citation: Je voudrais visser es tasseaux bout à bouts, je n'ai qu'une perceuse pour faire des étageres, et si possible flottantes Fixer des tasseaux bout à bout ????? étagères flottantes , Kesako ??? Un problème bien posé et déjà à moitié résolu. 2
NON	Bonjour, Je souhaite isoler du gel des tubes PVC de 50 et 63 mm qui sont remplis d'eau, et qui ne doivent pas geler... Je ne sais pas quoi utiliser comme materiau ? Laine de verre que j'enroule autour ? Si vous avez des idées, je suis preneur En vous remerciant [img]http://cjoint.com/?EDkiyj2tjhV[/img] http://cjoint.com/?EDkiyj2tjhV Salutations,	Bonsoir les coupeurs de tiges, Ici j'ai fait des fagots d'une vingtaine de tiges solidement fixés avec du scotch renforcé. On trace et en un coup de disqueuse (1 minute) on a deja 20 longueurs... Un rapide coup de disqueuse a 45 degrés (tige qu'on fait rouler a plat de la main gauche, en appuyant doucement a 45° la disqueuse de la main droite. Hyper rapide. Ca c'était avant. Après j'ai acheté le coupe rail et fourrures edma dont quelqu'un parle plus haut, avec le coupe tige fileté intégré. Avec la butée ca prend 5 secondes par longueur c'est franchement top et sans bavure. Ca c'était avant d'avoir fini. Maintenant que j'ai fini, la prochaine fois je prendrais des suspentes sequables pour ne pas me faire c... Suer 3 1
NON	Bonjour. Mes vacances au ski étant annulées, je vais pouvoir consacrer ma semaine de congés à mon chantier. Mais quand est-il des fournisseurs de matériaux ? J'ai bien compris que seuls les magasins de première nécessité seraient ouverts, mais pour ce qui est des fournisseurs de matériel pour l'industrie et le BTP, est-ce qu'ils vont fermer aussi ?, mettant au chômage tous les travailleurs ? Est-ce qu'ils sont considérés comme des commerces, ou pas ? BigMat, PointP, Richardson, Rexel, Prolians,... J'imagine que les GSB seront concernées par contre.	"il vous manque des ""contentements"" Des contreventements ? 1 1"
NON	Bonjour, Je possède une vieille ferme en pierre du pays qui a été rénovée (je n'ai pas effectué moi-même la rénovation). A premier étage, c'est toujours le vieux plancher mais en bon état. Tous les ans, dès que les beaux jours reviennent (fin mars, début avril), on sent une odeur de plantes dans certaines pièces. Honnêtement, ça ressemble un peu au cannabis... Inutile de préciser que non, on a pas de plantation Impossible de savoir si ça vient du toit ou du plancher. Dans ces pièces, on a pas accès au toit sans casser le plaffonnage. Au bout d'un mois ou deux, l'odeur disparait totalement jusqu'à l'année suivante. On dirait une floraison... Aucune trace d'humidité, au contraire, les pièces sont fort sèches. Les murs et le sol sont en parfait état. Avez-vous déjà rencontré ce problème ? Doit-on plutôt arracher le plancher ou les tuiles du toit pour trouver la cause ? Est-ce toxique ? On a des souris de temps en temps, mais ça ne pue pas la charogne, ça sent vraiment le végétal. Mais pas pourri. Merci d'avance pour vos conseils.	"Oui oui, c'est bien ce que je dis personne ne veut respecter le confinement parce que tout le monde à un ""mais moi je..."" à sortir donc personne ne va le respecter parce qu'un france on est toujours plus fort et plus intelligent que les autres, et quand on comptera les morts à la fin, les mêmes viendront critiquer le manque d'action des autres et surtout sans remettre en question ses propre choix ""To do is to be"" - Nietzsche ""To be is to do"" - Kant ""Do be do be do"" - Sinatra 8"
NON	Bonjour, je voudrais réaliser des étagères flottantes, je suis entrain de réaliser l'ossature avec des tasseaux de 30. quand  je réunies mes tasseaux ( perçages de 6) et que je les vis avec un diamètre de 6, le résultat n'est pas la, cest pas vraiment solide. Avez-vous des conseils, truc et astuces pour m'aider? merci,	Avec ce type : Mon récit : http://pax24.forumconstruire.com 3 1
NON	Bonjour je souhaiterais réaliser des gardes corps en métal pour une terrasse. petit problème, je n'ai aucune notion de soudure . mais les gardes corps du commerce sont justes hors de prix. J'habite sur Lyon. Est-ce que quelqu'un pourrait me conseiller, m'indiquer où apprendre à souder voire m'apprendre lui même (en échange d'un autre service pourquoi pas?). Je suis bricoleur, j'ai rénové une maison et je commence à savoir faire deux trois choses... Mais la soudure par contre... je suis motivé. autant par nécessité que par curiosité en fait. voilà. l'appel est lancé. Merci à vous.	Oui, en général, on fait un ressaut de 2cm mini pour éviter justement les infiltrations, si vous êtes aligné entre l'extérieur et l'intérieur, il est normal d'avoir des infiltrations Une autre technique c'est de placer un cornière métallique au droit de la porte 1
OUI	"Bonjour à tous, premier post pour moi donc je vais essayer d'être à peu près clair. PB num 1 : Suite à la construction de mon garage et pose des menuiseries, j'ai constaté, lorsqu'il pleut, une infiltration d'eau sous les portes de garage (voir photos). Sachant que la dalle a un petit ""jeu"", l'eau rentre sous la porte de garage. Que puis-je faire (creuser la dalle devant la porte de garage pour faire une pente? faire un glacis devant la porte de garage sur la dalle existante, ragreage en pente devant les portes de garage? coller un joint en caoutchouc..?). Je suis un peu perdu http://www.hostingpics.net/viewer.php?id=153727IMG2990.jpg""> http://www.hostingpics.net/viewer.php?id=801535IMG2991.jpg""> http://www.hostingpics.net/viewer.php?id=684560IMG2993.jpg""> PB num 2 : Je souhaiterai faire un caniveau devant mes portes de garage, que me conseillez vous ? (modèles avec grilles ou juste des bordures béton creusées au milieu pour l'écoulement? l'attente pour l'évacuation est situé devant mes portes de garage (plaque en bois sur la photo). Merci par avance pour vos réponses"	Oui, en général, on fait un ressaut de 2cm mini pour éviter justement les infiltrations, si vous êtes aligné entre l'extérieur et l'intérieur, il est normal d'avoir des infiltrations Une autre technique c'est de placer un cornière métallique au droit de la porte 1
OUI	Bonjour, Je souhaite isoler du gel des tubes PVC de 50 et 63 mm qui sont remplis d'eau, et qui ne doivent pas geler... Je ne sais pas quoi utiliser comme materiau ? Laine de verre que j'enroule autour ? Si vous avez des idées, je suis preneur En vous remerciant [img]http://cjoint.com/?EDkiyj2tjhV[/img] http://cjoint.com/?EDkiyj2tjhV Salutations,	Bonsoir, Acheter des manchon d' isolation pour la plomberie : http://www.bricoman.fr/m008/bricolage/plomberie/alimentation [...] lyethylene-1.html#26568 1
OUI	Bonjour. Mes vacances au ski étant annulées, je vais pouvoir consacrer ma semaine de congés à mon chantier. Mais quand est-il des fournisseurs de matériaux ? J'ai bien compris que seuls les magasins de première nécessité seraient ouverts, mais pour ce qui est des fournisseurs de matériel pour l'industrie et le BTP, est-ce qu'ils vont fermer aussi ?, mettant au chômage tous les travailleurs ? Est-ce qu'ils sont considérés comme des commerces, ou pas ? BigMat, PointP, Richardson, Rexel, Prolians,... J'imagine que les GSB seront concernées par contre.	"Oui oui, c'est bien ce que je dis personne ne veut respecter le confinement parce que tout le monde à un ""mais moi je..."" à sortir donc personne ne va le respecter parce qu'un france on est toujours plus fort et plus intelligent que les autres, et quand on comptera les morts à la fin, les mêmes viendront critiquer le manque d'action des autres et surtout sans remettre en question ses propre choix ""To do is to be"" - Nietzsche ""To be is to do"" - Kant ""Do be do be do"" - Sinatra 8"
OUI	Bonjour, Je possède une vieille ferme en pierre du pays qui a été rénovée (je n'ai pas effectué moi-même la rénovation). A premier étage, c'est toujours le vieux plancher mais en bon état. Tous les ans, dès que les beaux jours reviennent (fin mars, début avril), on sent une odeur de plantes dans certaines pièces. Honnêtement, ça ressemble un peu au cannabis... Inutile de préciser que non, on a pas de plantation Impossible de savoir si ça vient du toit ou du plancher. Dans ces pièces, on a pas accès au toit sans casser le plaffonnage. Au bout d'un mois ou deux, l'odeur disparait totalement jusqu'à l'année suivante. On dirait une floraison... Aucune trace d'humidité, au contraire, les pièces sont fort sèches. Les murs et le sol sont en parfait état. Avez-vous déjà rencontré ce problème ? Doit-on plutôt arracher le plancher ou les tuiles du toit pour trouver la cause ? Est-ce toxique ? On a des souris de temps en temps, mais ça ne pue pas la charogne, ça sent vraiment le végétal. Mais pas pourri. Merci d'avance pour vos conseils.	Bonjour à tous, je suis frappé du même mal que vous. j'habite en Belgique, à la campagne. ma maison est récente, elle a 11 ans. j'ai depuis des années une odeur ressemblant au joint qui apparaît systématiquement au printemps, dure 1 mois puis disparaît. ce qui était assez paradoxale, c'était le côté mobile de l'odeur, ça ne restait pas dans la même pièce et pouvait disparaître en 2 jours. un jour, j'ai entendu du bruit dans ma hotte. j'ai pu voir via la grille d'évacuation que c'était une musaraigne. en Belgique, on met un espace vide(coulisse) entre l'isolant et la brique de façade. j'ai des musaraignes qui se baladent dans la coulisse de ma maison. parfois, je les entends gratter dans les murs. une année, dans mon garage, j'en ai capturé 10 en 8 jours. cette année, la mauvaise odeur est arrivée plus tôt dans l'annexe que je construis. j'ai replacé le piège. BOUM! 4 en 2 jours. 7 au total sur 6 jours. j'ai trouvé la source de l'odeur. la musaraigne qui nidifie pue effroyablement, difficile d'imaginer une si petite bête remplir 125m de l'annexe d'air de puanteur. l'odeur est un peu différente mais c'est très concentré. depuis que j'ai eu ces 7 musaraignes, l'odeur a disparu dans la maison. toutes ont été déposée dans un bois à qq centaines de mètres de chez moi. en été je boucherai avec des morceaux de grillage toutes les aérations de la coulisse. c'est tout petit et ça se faufile. 2
OUI	Bonjour, je voudrais réaliser des étagères flottantes, je suis entrain de réaliser l'ossature avec des tasseaux de 30. quand  je réunies mes tasseaux ( perçages de 6) et que je les vis avec un diamètre de 6, le résultat n'est pas la, cest pas vraiment solide. Avez-vous des conseils, truc et astuces pour m'aider? merci,	"il vous manque des ""contentements"" Des contreventements ? 1 1"
